City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
221,partenit,44.578,34.3446,18.839999999999975,60,0,4.94,UA,2024-4-102
222,hatillo,18.4863,-66.8254,32.45999999999998,77,63,5.36,PR,2024-4-102
223,tucuma,-0.1833,-50.05,32.05000000000001,79,99,3.34,BR,2024-4-102
224,koraput,18.8167,82.7167,24.939999999999998,62,21,2.76,IN,2024-4-102
225,az zawr,29.4425,48.2747,30.939999999999998,49,0,2.34,KW,2024-4-102
226,namibe,-15.1961,12.1522,25.689999999999998,76,1,4.42,AO,2024-4-102
227,khorinsk,52.1657,109.7726,4.529999999999973,81,99,0.59,RU,2024-4-102
228,hithadhoo,-0.6,73.0833,32.26999999999998,73,100,2.46,MV,2024-4-102
229,flying fish cove,-10.4217,105.6791,29.970000000000027,89,75,4.63,CX,2024-4-102
230,nadym,65.5333,72.5167,-10.759999999999991,73,100,10.78,RU,2024-4-102
231,ulsteinvik,62.3432,5.8487,12.649999999999977,86,100,7.15,NO,2024-4-102
232,zhaobaoshan,29.9695,121.6875,18.579999999999984,99,100,1.98,CN,2024-4-102
233,tamanrasset,22.785,5.5228,31.100000000000023,8,0,6.17,DZ,2024-4-102
234,sao joao da barra,-21.6403,-41.0511,33.19999999999999,78,3,4.39,BR,2024-4-102
235,prince rupert,54.3161,-130.3201,9.199999999999989,85,75,7.72,CA,2024-4-102
236,pisco,-13.7,-76.2167,30.180000000000007,65,0,4.63,PE,2024-4-102
237,shajapur,23.4333,76.2667,30.620000000000005,38,95,0.51,IN,2024-4-102
238,lagoa,39.05,-27.9833,18.769999999999982,89,10,3.63,PT,2024-4-102
239,villa huidobro,-34.8383,-64.5869,12.350000000000023,87,100,5.24,AR,2024-4-102
240,gamba,-2.65,10.0,29.94999999999999,86,100,2.9,GA,2024-4-102
241,holualoa,19.6228,-155.9522,27.519999999999982,83,75,3.09,US,2024-4-102
242,clinton,42.587,-82.9199,17.160000000000025,92,100,1.34,US,2024-4-102
243,yaren,-0.5472,166.916,31.180000000000007,82,100,3.14,NR,2024-4-102
244,laojunmiao,39.8333,97.7333,12.339999999999975,27,7,0.75,CN,2024-4-102
245,khem karan,31.1428,74.5667,26.19999999999999,24,96,3.69,IN,2024-4-102
246,tura,25.5198,90.2201,28.110000000000014,36,100,1.29,IN,2024-4-102
247,zorritos,-3.6805,-80.6782,34.31,74,95,4.28,PE,2024-4-102
248,buenavista,8.9769,125.4089,26.49000000000001,91,100,2.54,PH,2024-4-102
249,arkhangel'sk,64.5401,40.5433,8.769999999999982,64,75,10.0,RU,2024-4-102
250,oume,35.7839,139.2431,16.95999999999998,72,100,2.06,JP,2024-4-102
251,vadso,70.0744,29.7487,4.639999999999986,86,40,7.2,NO,2024-4-102
252,ponta delgada,37.7333,-25.6667,21.589999999999975,77,20,2.06,PT,2024-4-102
253,baracoa,20.3467,-74.4958,32.69,62,38,4.16,CU,2024-4-102
254,cuauhtemoc,28.4167,-106.8667,22.79000000000002,12,10,7.81,MX,2024-4-102
255,ancud,-41.8697,-73.8203,17.870000000000005,50,0,2.28,CL,2024-4-102
256,antalaha,-14.9003,50.2788,28.819999999999993,91,8,1.27,MG,2024-4-102
257,aykhal,66.0,111.5,-24.900000000000006,100,100,2.68,RU,2024-4-102
258,olonkinbyen,70.9221,-8.7187,-5.2900000000000205,76,100,4.6,SJ,2024-4-102
259,magdagachi,53.45,125.8,2.4700000000000273,88,100,3.64,RU,2024-4-102
260,tsiombe,-25.3,45.4833,24.529999999999973,82,92,2.75,MG,2024-4-102
261,faya-largeau,17.9257,19.1043,32.02999999999997,11,0,5.96,TD,2024-4-102
262,santa maria,-29.6842,-53.8069,21.230000000000018,92,100,4.99,BR,2024-4-102
263,torrington,41.8007,-73.1212,17.689999999999998,96,100,0.89,US,2024-4-102
264,sol'-iletsk,51.1631,54.9918,13.980000000000018,59,100,2.14,RU,2024-4-102
265,tarawa,1.419,172.984,31.44999999999999,78,100,3.76,KI,2024-4-102
266,agat village,13.3886,144.6585,30.670000000000016,90,20,3.09,GU,2024-4-102
267,yamada,39.4667,141.95,11.589999999999975,87,100,2.84,JP,2024-4-102
268,mariental,-24.6333,17.9667,26.269999999999982,26,0,5.04,NA,2024-4-102
269,merritt island,28.5392,-80.672,35.18000000000001,64,100,8.75,US,2024-4-102
270,puerto asis,0.5133,-76.5007,36.18000000000001,52,95,1.46,CO,2024-4-102
271,amasra,41.7463,32.3863,15.939999999999998,84,6,1.71,TR,2024-4-102
272,nemuro,43.3236,145.575,7.339999999999975,96,100,7.14,JP,2024-4-102
273,tofol,5.3248,163.0078,30.230000000000018,85,100,6.85,FM,2024-4-102
274,port hedland,-20.3167,118.5667,27.180000000000007,83,0,2.57,AU,2024-4-102
275,cabo san lucas,22.8909,-109.9124,30.75999999999999,39,20,4.63,MX,2024-4-102
276,tual,-5.6667,132.75,31.589999999999975,70,98,2.13,ID,2024-4-102
277,chonchi,-42.6128,-73.8092,20.70999999999998,44,0,1.17,CL,2024-4-102
278,redcar,54.6166,-1.06,19.0,80,100,1.79,GB,2024-4-102
279,teofilo otoni,-17.8575,-41.5053,29.30000000000001,75,100,0.81,BR,2024-4-102
280,kegen,43.0197,79.2203,7.5400000000000205,64,99,1.34,KZ,2024-4-102
281,krasnaya gora,52.9995,31.6023,13.949999999999989,54,8,2.26,RU,2024-4-102
282,verkhnevilyuysk,63.4453,120.3167,-11.449999999999989,95,100,2.59,RU,2024-4-102
283,outjo,-20.1167,16.15,28.25,33,52,4.28,NA,2024-4-102
284,chibougamau,49.9168,-74.3659,11.689999999999998,83,100,2.82,CA,2024-4-102
285,achinsk,56.2694,90.4993,2.980000000000018,85,100,3.89,RU,2024-4-102
286,edgewater,28.9889,-80.9023,28.160000000000025,92,100,8.75,US,2024-4-102
287,richards bay,-28.783,32.0377,23.99000000000001,56,93,6.74,ZA,2024-4-102
288,carnarvon,-24.8667,113.6333,24.839999999999975,63,100,10.35,AU,2024-4-102
289,morant bay,17.8815,-76.4093,32.04000000000002,72,100,5.14,JM,2024-4-102
290,gembu,6.7,11.2667,23.49000000000001,74,100,0.81,NG,2024-4-102
291,beckley,37.7782,-81.1882,23.45999999999998,80,100,5.66,US,2024-4-102
292,la gi,10.6667,107.7833,29.55000000000001,84,85,6.3,VN,2024-4-102
293,garden city,42.3256,-83.331,16.970000000000027,98,100,2.57,US,2024-4-102
294,trinity beach,-16.7888,145.6968,23.160000000000025,93,38,5.66,AU,2024-4-102
295,glace bay,46.1969,-59.957,13.589999999999975,50,0,6.38,CA,2024-4-102
296,amga,60.8953,131.9608,-1.6100000000000136,99,100,2.15,RU,2024-4-102
297,sitka,57.0531,-135.33,9.089999999999975,70,20,4.63,US,2024-4-102
298,la mira,18.035,-102.3266,32.30000000000001,52,0,4.14,MX,2024-4-102
299,chernyshevskiy,63.0128,112.4714,-29.24000000000001,100,36,1.34,RU,2024-4-102
300,taulaga,-11.0553,-171.0883,32.870000000000005,74,92,3.41,AS,2024-4-102
301,red hill,33.9996,-79.2581,25.45999999999998,2,100,8.73,US,2024-4-102
302,macheng,31.1783,115.0319,20.829999999999984,91,99,0.36,CN,2024-4-102
303,huoqiu chengguanzhen,32.3547,116.2939,19.680000000000007,95,100,0.72,CN,2024-4-102
304,barcelos,41.5388,-8.6151,25.230000000000018,72,100,1.79,PT,2024-4-102
305,keflavik,64.0049,-22.5624,7.389999999999986,87,75,8.75,IS,2024-4-102
306,nanao,37.05,136.9667,13.300000000000011,71,100,1.17,JP,2024-4-102
307,bandarbeyla,9.4942,50.8122,31.54000000000002,80,40,3.46,SO,2024-4-102
308,anadyr,64.75,177.4833,-12.569999999999993,77,0,3.0,RU,2024-4-102
309,ust'-ilimsk,58.0006,102.6619,-2.160000000000025,93,100,0.89,RU,2024-4-102
310,akureyri,65.6835,-18.0878,4.670000000000016,97,100,1.24,IS,2024-4-102
311,kingston,17.997,-76.7936,34.910000000000025,63,87,5.94,JM,2024-4-102
312,ta`u,-14.2336,-169.5144,31.99000000000001,78,8,3.66,AS,2024-4-102
313,magadan,59.5667,150.8,-4.889999999999986,92,29,2.22,RU,2024-4-102
